PAY_1,LIMIT_BAL,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_2,MARRIAGE,SEX,EDUCATION,default_pay
0,280000.0,5360.820492083707,6185.469300011768,175.64906681323967,-1,1,2,1,1
1,260000.0,1926.3915582936097,136.42766708521694,1888.9571021781253,1,1,1,1,1
0,30000.0,18305.36610193916,0.0,1343.1707307797535,2,1,1,1,1
0,200000.0,52354.26289611977,763.3973322543391,5236.602667745661,1,1,1,2,1
0,12552.560193687665,2880.022468942314,290.4501524461812,836.1563242611286,0,1,2,2,1
0,228949.38483474305,170396.69260469553,5104.500280986061,4718.749728063111,0,1,1,1,1
1,60000.0,60278.48875699686,2537.860313359903,2989.659181020706,0,1,2,2,1
-1,29450.18124377119,14447.539371803874,9921.690031766006,6689.936550884996,-1,1,2,2,1
0,130000.0,7954.708315139718,1058.9079629890205,1150.7473141755204,0,2,2,1,1
1,20000.0,14581.250881587688,0.0,3064.254488028944,2,2,1,1,1
4,10000.0,8725.101243447934,127.93693081857803,194.0803240517828,3,2,1,2,1
0,70000.0,69168.64506948527,2698.7170811303467,2745.270110388942,0,2,1,2,1
0,310000.0,1236.316846204222,0.0,0.0,0,1,1,1,1
2,30000.0,14983.141708451942,2858.8474414879984,170.5762792560007,2,2,1,2,1
0,50000.0,49007.03330467795,2259.490340240728,1941.757497059204,0,2,2,2,1
0,60000.0,344.0162617121076,385.4016261712108,344.0162617121076,-1,1,2,1,1
1,280000.0,4914.6325298547845,37027.95320380967,1693.3571894657118,-1,1,2,2,1
0,283222.45793431666,282226.0553199164,10256.00519020181,15791.35581669693,0,1,1,1,1
1,222574.4898784259,82039.67424727853,4018.570392734355,1007.1196096913666,1,1,2,2,1
0,119256.63576320892,116975.69672654087,1162.6334518590395,1388.4953644813372,0,2,1,1,1
-1,271410.36010935204,844.2221489874215,227.04856513497705,1068.439706497309,-1,1,2,1,1
1,10000.0,6821.587580226685,2475.23692751076,0.0,1,2,1,1,1
0,50000.0,5173.086788635275,1262.1267123336008,1190.489392757383,0,1,1,2,1
0,230000.0,0.0,0.0,0.0,-2,2,1,2,1
-1,484598.4551836225,950.131733200806,950.131733200806,950.131733200806,-1,1,1,1,1
1,10000.0,7336.691595125782,2054.462992368308,428.1158434397705,1,2,1,1,1
1,80000.0,13059.051755113444,1352.9032437170583,4100.644856810008,0,2,2,1,1
1,200664.86803014876,175934.73459667712,7468.105575881024,7346.54076211041,0,1,2,2,1
1,50000.0,14583.415553138611,155.79843496532874,3480.6718834489043,2,2,1,2,1
0,374354.58334706817,351272.9808201273,13427.135816995751,15734.906459026945,0,1,1,2,1
2,20000.0,5564.528143030275,2292.134796997228,707.8652030027721,2,1,1,1,1
0,337235.2235674915,332395.06786873884,11115.0560923035,11081.113998680888,0,2,2,1,1
-1,30000.0,2168.0908223988804,4019.2863653678814,2522.5849770466884,-1,1,1,2,1
0,222728.26273757848,224207.97592601457,8918.261019006277,6180.9766730583,0,2,1,1,1
0,50000.0,46667.24118812492,1898.4919575595093,1834.9646209972773,0,1,1,3,1
0,236967.82466029376,209917.44036969327,1237.885582435079,11237.005069200271,1,1,2,2,1
2,60000.0,60561.72923290479,0.0,4595.553832721906,2,2,1,1,1
0,50000.0,20708.839291998745,1536.2387078080965,1505.321288328636,0,1,2,2,1
1,20000.0,7793.860824895944,1214.5220742017789,1107.3016112547134,0,1,1,2,1
0,120000.0,655.5231426039184,791.1175996034247,996.5391422433954,-1,2,2,1,1
1,80000.0,82990.48306228506,3276.910467798187,4094.8689928440417,0,2,1,2,1
2,30000.0,29735.67924337964,2098.71979521962,1219.3935605990537,0,2,2,4,1
2,500000.0,459389.02980259067,20485.368791841775,12287.444384344628,0,1,1,1,1
1,50000.0,6449.631512019036,1050.59592367788,99.32061297998268,0,1,1,2,1
1,200000.0,71809.45945909158,3352.752755326407,124.12413017978174,1,2,2,1,1
0,200000.0,919.471636600293,2127.539203402345,296.63001735658804,-1,1,1,1,1
1,70000.0,60671.12724767797,4403.122513844946,2193.7549723101065,0,1,2,1,1
2,50000.0,19685.712363425628,487.2758708265384,1111.295944413012,2,1,2,1,1
2,70000.0,69533.95509893209,5138.367889586074,1218.1928545412288,1,1,2,2,1
0,142062.42346892247,130169.33596656144,6511.824364906053,5175.030612431016,0,2,1,2,1
0,10000.0,6897.6605085665,1141.5326701533154,1158.2656245266385,0,1,1,1,1
1,20000.0,14293.90818876046,2282.3716031305853,2282.3716031305853,0,1,1,2,1
0,150000.0,10403.592569249156,3504.194130227951,5991.611739544098,0,2,2,2,1
0,30000.0,24224.441335018877,3462.834379383454,108.10427886874368,0,1,1,1,1
1,50000.0,44088.88361507483,933.2569326292,914.9743763138842,2,2,1,1,1
0,80000.0,2142.548692968951,860.8496170967727,4422.7605225088855,0,1,2,2,1
1,30000.0,12251.705247739015,4499.696806723975,42.3459942181064,1,2,1,1,1
0,20000.0,16210.90905085899,1877.477809458101,0.0,1,1,1,2,1
3,20000.0,1113.70990585292,0.0,0.0,2,1,1,2,1
1,20000.0,5170.154016414543,0.0,1446.349991625233,2,2,1,2,1
1,20000.0,6576.106937210722,275.8884691561139,1500.0,2,1,1,2,1
1,20000.0,16416.607378656623,2961.7385069433844,0.0,1,1,1,2,1
2,80000.0,60570.14801225014,2163.4724576196754,2863.601240918502,2,2,1,1,1
0,240000.0,232225.5115128453,9522.091459225116,9041.509400171602,0,1,2,3,1
0,60000.0,60528.53978139853,2097.4234074247925,2681.270241253557,0,2,2,2,1
0,54046.61592777648,630.5559934031284,19460.1516036014,595.3384072223521,-1,1,1,2,1
0,30000.0,14876.18871667314,1283.6078548988355,3129.731636745169,0,1,2,2,1
1,240000.0,0.0,0.0,0.0,-2,1,1,1,1
-1,160000.0,1208.5073705698585,4020.712539803174,297.1889343107979,-1,1,2,1,1
-1,150000.0,2298.689109193808,1087.1865185572328,0.0,-2,1,2,1,1
2,230000.0,230412.25487702907,10349.038112765367,27.94750454519332,2,1,2,2,1
2,137462.51279605107,132327.61856410888,5031.972378377244,5909.720035480562,0,1,2,2,1
0,28993.55605688037,29366.14152356057,1590.0607108564504,100.64439431196249,0,2,1,2,1
0,250000.0,989.0708506887734,0.0,0.0,2,1,1,1,1
-1,50000.0,1493.273884373985,5294.424624238229,0.0,-1,2,1,2,1
0,224118.9636811147,51571.44977600602,1899.5461918418105,2306.037714371534,0,1,2,2,1
0,236287.14243566545,280.6920318636915,1098.9924977543217,0.0,-1,1,2,1,1
0,90000.0,261.2357395260256,261.2357395260256,261.2357395260256,-1,1,2,2,1
1,124317.8173585103,81947.91171501872,3014.680579018935,3609.669310790668,0,1,1,1,1
1,50000.0,50067.79915620102,2939.480060058557,701.5865987866143,1,1,1,1,1
0,10000.0,5763.554277962929,1134.134624034565,2701.5707870173587,1,1,1,2,1
2,30000.0,29479.27516415179,0.7822693506022277,2435.4612987955447,2,1,2,2,1
0,10000.0,3926.634120847773,6495.146039901692,1000.0,0,2,1,2,1
-1,140000.0,672.9412401839392,0.0,384.053771398809,1,2,1,1,1
1,180000.0,73905.83158433446,4422.874709449502,3005.1416860367,1,1,2,1,1
0,64271.260169157526,55333.088537370495,2370.8504067663007,2393.218495771062,0,1,1,2,1
1,132467.0540727503,42066.86935881708,3277.8745986452955,1567.8439870006328,2,1,2,1,1
2,226549.48112098145,190406.1407432017,4846.515676279648,16789.92725766607,0,1,1,1,1
0,20000.0,15548.70331133098,1663.5468691583617,1904.6796962624576,0,1,1,1,1
0,50000.0,50754.38568597425,2279.877067537381,1595.3005464675646,0,2,2,2,1
0,50000.0,48450.88727212341,552.0433967588307,6369.053265991687,1,2,2,2,1
0,70000.0,17747.71004347174,1728.458555447109,814.6243336586745,0,1,1,1,1
2,135658.89756042432,132971.438761125,6507.278137531041,3067.688367506026,0,2,1,2,1
1,317884.56412956817,337293.1364423159,5673.660552939009,1203.6830102756985,3,1,1,1,1
0,191281.01699129757,228084.7516200583,3948.355946954144,7977.934237878166,0,2,1,1,1
1,130000.0,111463.20315061424,16203.033772699651,495.1338165601606,1,1,1,2,1
2,230000.0,184185.4051210864,6901.045637423034,17138.168232069933,0,1,1,1,1
0,170000.0,10128.702111419138,1190.4555452476918,2514.99889034478,0,1,2,2,1
0,80000.0,74806.86359103511,3737.4041551404416,3842.7034381526814,0,1,1,1,1
2,80000.0,71369.57002195675,2468.7255458865184,3283.4870687290686,2,1,2,2,1
0,50000.0,50520.48513056679,2102.889066690293,489.3100546258386,1,1,1,1,1
2,130000.0,19606.26497326545,0.0,332.17200688086604,2,1,2,3,1
1,298169.06710094586,304366.4553359013,12140.826514668954,11725.360065141876,0,2,2,1,1
-1,120000.0,324.6062840929773,3748.291810489687,649.2125681859546,-1,2,2,2,1
1,20000.0,8479.638449404365,2000.0,519.7784863379769,2,2,1,1,1
1,110000.0,118961.03288025556,1582.6859685473185,4395.671492136829,2,2,2,1,1
0,117712.57219917876,57744.40350983429,6746.348286303862,0.0,1,1,1,2,1
-1,270000.0,292.2283472969364,292.2283472969364,292.2283472969364,-1,1,2,2,1
1,30000.0,15149.596622669542,2153.2274184091266,1000.0,2,2,2,2,1
0,50000.0,15672.322186338632,1181.415226174525,1281.7220923954635,0,1,1,2,1
0,182621.12065870568,1888.2300452379325,2441.283407932078,408.8579314966621,-1,1,2,2,1
0,421146.3814299676,239083.8050196206,12080.24670009773,36904.77013908755,0,1,2,1,1
1,305436.1451111284,289901.52658092376,11746.140871493706,10377.24587078062,0,1,1,1,1
2,110000.0,39725.57590556569,143.93652474679743,2924.243934343791,2,1,1,2,1
1,10000.0,5495.754406051514,639.3716032787214,400.4488548009133,2,1,1,2,1
1,360000.0,0.0,0.0,0.0,-2,1,1,2,1
0,20000.0,15831.373984692238,1473.0249558325322,1598.7994114177611,0,1,1,2,1
2,100000.0,12386.29450824755,448.9911571257643,1396.0665466938362,2,1,1,2,1
0,50000.0,15644.456356855317,1295.4679786529682,1309.04589024273,0,1,1,2,1
1,50000.0,28517.783724532543,1719.175371227246,2132.907012110699,0,1,1,2,1
2,120000.0,64056.37608373654,2918.8209376454347,686.3967228948845,2,1,2,2,1
2,244845.4173102227,31036.49408981173,3453.6251930668072,2577.2913448886547,0,1,1,1,1
0,60000.0,61620.22863171562,2759.5990892561867,2825.5318827041,0,1,1,2,1
0,90000.0,86861.56975133535,2971.4051602050563,3703.7746866709554,0,1,2,3,1
1,70000.0,64100.30198017524,3000.2473909552705,2619.791276421656,1,1,2,1,1
1,20000.0,17159.727145990033,256.90119745071223,1307.873253503286,2,2,1,2,1
3,20000.0,15936.93360951873,0.0,314.5444945389227,3,1,1,2,1
0,30000.0,13833.75666548488,1487.745168487863,1582.738246517741,0,1,1,1,1
0,70000.0,71218.8307874177,2791.5209481555203,2795.15482751744,0,1,1,1,1
2,430000.0,288831.6992747532,12975.626703060503,11162.4886462633,2,1,2,2,1
-2,200000.0,0.0,0.0,0.0,-2,1,2,1,1
2,80000.0,45038.552640803246,3087.412265327921,2790.845283874852,2,1,2,1,1
0,20000.0,19589.2813281366,304.15198847054864,1648.7136394612564,1,1,1,2,1
1,193398.11722157424,5255.47008935302,660.188277842576,1340.8311573238964,2,2,1,1,1
-1,50000.0,390.0,390.0,674.3727257131975,-1,1,1,2,1
-1,130000.0,283.8994983293021,1785.7512018232717,235.2035012241908,0,2,1,1,1
0,20000.0,9626.458149805869,2405.2501359225703,743.4373300967872,0,1,1,2,1
1,80000.0,6516.62145327548,100.70994156861956,1159.7510116451062,2,1,1,1,1
1,50000.0,17170.494350180343,3414.016414212901,1000.0396478572502,1,1,2,2,1
0,10000.0,4596.33783092188,343.0892070335532,348.3776726525674,2,1,2,2,1
1,30000.0,29841.288923142663,524.8105385938409,1551.4308781060386,1,1,1,2,1
0,100000.0,88592.18272540276,6258.112720115752,2814.568714407803,1,2,1,2,1
-1,30000.0,503.74225832512207,12269.01864553034,2350.10013821119,-1,1,1,2,1
0,53211.390403964,51868.00734175053,1230.7749197613257,2714.534160944477,0,2,1,2,1
1,55909.931015066,50876.16587019901,4090.0689849340056,3420.767252147282,1,2,2,1,1
2,110000.0,40374.183211351774,0.0,2575.037638287529,2,1,1,2,1
1,80000.0,-9.335474687194692,573.5390735813426,666.3533719773941,-1,1,2,2,1
-1,150000.0,28.750602918044702,0.0,14.375301459022351,-1,1,1,2,1
-1,200000.0,3687.261622990848,4228.657900427947,0.0,-1,1,1,1,1
2,130000.0,125741.52527820042,9253.50153841009,2401.0360386071816,2,2,1,1,1
2,20000.0,13079.225163902189,85.0282163553494,3065.9887134578603,2,1,1,2,1
0,20000.0,17143.965436028102,1470.4489515285636,1577.4217773519222,0,1,1,2,1
0,320000.0,10489.638852466936,659.671301845744,659.671301845744,0,2,2,1,1
1,123058.44626874442,78128.92707895537,1462.7847298324168,1139.0560259735344,0,2,1,2,1
2,30000.0,13725.088385346526,0.0,1233.0563356920495,2,2,1,3,1
1,181971.5157703027,172576.35361108198,11561.017290764092,2294.2608363365453,2,1,2,1,1
0,90000.0,11828.269115964798,1666.3578153695269,1213.5919921407142,0,2,2,2,1
1,20000.0,19270.175557337727,0.0,2451.2139985864355,2,1,1,2,1
-1,180000.0,2094.242380504384,1628.3826717742504,1570.2275689781795,0,1,2,1,1
1,191413.5453283752,115072.65696321608,11591.713806693531,706.7726641875806,2,1,1,1,1
0,20000.0,350.7585304302123,350.7585304302123,350.7585304302123,-1,2,1,1,1
2,100000.0,32052.31189680344,3181.511810662944,779.2844918868905,2,1,1,1,1
2,70000.0,34374.12172762548,1937.7334256734143,2000.0,0,2,1,1,1
0,200000.0,199373.39080467515,9430.503397333625,9043.887279637453,0,1,1,3,1
0,50000.0,50961.38561126188,2037.3128822866568,5215.402698789062,0,2,2,1,1
2,30000.0,15197.311292513605,220.75565902445,2173.828979071401,1,2,2,2,1
1,143699.50097962984,74491.01961485304,3295.960078370388,1890.1497061110456,2,1,1,2,1
0,57188.48496585354,48514.54213470639,3455.504723085797,753.3532244214512,0,1,2,1,1
1,20000.0,15895.77312255823,0.0,1346.6851339336013,2,1,2,3,1
0,440641.6621811109,91940.14932034844,1224.7817590691166,1329.436860808296,-1,1,1,2,1
0,50000.0,48287.91264406686,1215.7440219830366,1659.2039635374435,0,1,1,1,1
1,280000.0,200334.72448332587,2479.6349662946213,15545.158928527251,2,1,1,2,1
0,80000.0,73603.11897963226,6362.148325840509,2942.756901036969,0,2,1,2,1
-1,100000.0,518.5089277322122,746.1938735665299,1304.1008655531607,-1,1,1,1,1
0,60000.0,74.85219832048678,1567.034848332191,820.9435233263389,-1,2,2,2,1
1,90000.0,15256.404923047485,2616.388127263603,1806.0197878939944,1,1,1,1,1
1,30000.0,16613.599634655984,0.0,2290.6634281609845,2,1,2,2,1
-2,360000.0,0.0,0.0,0.0,-2,1,2,1,1
1,80000.0,85470.2624800105,3196.6992121388307,3062.287307265856,0,1,1,1,1
1,50000.0,35837.92451235547,1948.3887149918187,1593.5548599672743,2,2,1,1,1
0,30000.0,21243.581245417277,2932.204307425289,394.7422877186608,0,1,2,1,1
0,310218.2671733804,294732.1239567185,7206.2834324398755,34683.52537987637,0,1,1,1,1
1,50000.0,48675.78293074826,1780.7843763430278,3584.121923715811,0,2,2,2,1
-1,150000.0,457.4220094441278,0.0,228.7110047220639,0,1,1,1,1
0,50000.0,12014.731110521836,1406.1789222185623,1300.0,0,1,1,2,1
2,50000.0,54706.55399746921,1418.8255906251443,1714.8244226042293,1,1,2,1,1
2,30000.0,26915.04105593249,1800.0,2109.9002340512698,1,1,1,2,1
0,50000.0,46992.95857970889,4918.797684605659,0.0,0,2,1,1,1
1,50000.0,41576.77718343363,445.3974617904031,2547.1191171979517,1,1,2,2,1
2,30000.0,30405.36307639185,2025.5255913950564,1099.2799216787814,0,1,1,2,1
0,150000.0,9588.315553434875,4924.537363353873,3150.925273292254,0,2,2,2,1
0,200000.0,199214.8130810566,5397.5030456474,5373.091006983413,0,1,2,1,1
2,80000.0,81115.91302401491,886.7160310794088,3909.85053684026,1,2,2,1,1
0,50000.0,16888.208165322772,2607.721404261969,2392.278595738031,0,1,2,2,1
0,220000.0,223247.19682392912,281.254900455242,6785.202951442576,1,2,1,1,1
-1,211073.66108772685,8354.305754244113,24080.007136989854,1234.3344695051785,-1,1,1,2,1
2,80000.0,22456.056685889285,2009.1930402685268,11.031648322232144,2,1,2,2,1
1,10000.0,8535.82041090772,388.3718847739658,1407.1316718794485,1,1,1,2,1
0,60000.0,58947.35735253384,1661.4453313195977,2540.459910722875,0,1,1,2,1
0,230000.0,3193.2786693250896,0.0,3877.649025538904,1,1,2,1,1
0,50193.88798746091,767.7850567899625,0.0,764.8767369780487,0,2,2,2,1
0,50000.0,50384.60299513769,1247.373231366571,4737.084182171156,0,1,1,2,1
3,80000.0,7442.72019351248,1200.0,79.5140525649692,2,1,1,1,1
1,200000.0,0.0,0.0,0.0,-2,2,2,1,1
0,50000.0,22792.415471375058,1500.7414213349166,1602.422339911195,0,2,1,2,1
0,80000.0,77765.7498412996,4818.734675665614,2964.592213847636,0,1,1,2,1
1,50000.0,43245.24640032847,4205.332607873483,746.5689439048138,1,1,1,2,1
0,395156.3185709585,367581.7989708426,14625.234258429373,13885.997039282223,0,1,1,1,1
1,160000.0,168.82521440369817,1199.927772518054,1336.082206444449,0,1,1,1,1
0,160000.0,-0.3439541305111949,0.0,0.0,-2,1,1,2,1
1,20000.0,16041.728144088216,951.2766984926384,1516.269551511239,0,1,2,2,1
0,20000.0,17753.497619285943,1408.4932245210166,1358.5087397663867,0,1,1,2,1
1,60000.0,15183.075109376448,728.3357257654255,2271.6642742345743,2,1,2,2,1
0,30000.0,19335.94994682312,1297.5058373375105,2009.834918277275,1,1,1,1,1
1,20000.0,17326.625679992685,396.7850996165448,1160.3722645214991,2,1,1,2,1
-1,280000.0,10305.513656826684,4423.653357282926,4160.789881102232,-1,1,1,1,1
0,124869.74251601682,109737.36802711627,650.2040310075084,1454.7113946010436,0,2,1,1,1
1,20000.0,8090.189527211432,1000.0,1303.5275305167231,2,1,1,1,1
1,40000.0,33773.55795444788,898.8651502220614,691.0560363123807,2,1,1,2,1
0,50000.0,42905.84916361669,1935.602031804608,3441.326717473741,0,1,1,1,1
1,30000.0,24630.89290251964,0.0,3400.65513647725,2,1,1,2,1
2,298348.59901916946,73093.02761667264,2527.9557830045046,4302.381446990432,0,1,2,1,1
1,200000.0,76240.34850585008,4000.0,35.42890502745195,1,1,1,2,1
-1,52104.34855165383,27949.771993517923,94210.83240575624,1354.7199090501924,-1,1,1,1,1
2,407588.4047825969,184545.2610411337,7888.00820765324,678.693618003309,1,1,2,1,1
0,30000.0,4603.341022488682,0.0,799.5513429557861,2,2,1,1,1
0,57050.769619293125,60007.68390112997,621.0902295601529,2356.9623265357163,1,1,2,2,1
1,102935.16812826446,105658.54733147104,0.0,0.0,1,1,2,2,1
0,462717.3512572035,504961.07198089897,18811.581845343902,305.5482531057367,0,1,1,1,1
1,50000.0,0.0,0.0,0.0,-2,1,2,1,1
1,30000.0,23435.566463811367,1722.721739537216,2111.629047986844,0,2,2,1,1
1,120000.0,59815.082263142125,3581.064574755131,2398.8987157705537,2,1,1,2,1
0,250000.0,1025.760970757534,0.0,0.0,2,1,1,1,1
1,50000.0,23404.378870199514,0.0,2782.752792513437,2,2,2,2,1
-1,220000.0,3433.4448473821767,1882.3891669070763,10970.846176564708,-1,1,2,1,1
-1,360000.0,5.331175608071728,0.0,2505.482471776784,0,1,1,1,1
2,50000.0,48410.60020559126,686.5590476741663,2225.3763809303337,1,1,1,2,1
2,20000.0,18333.43394085532,1297.3634390686198,1145.8703553501489,2,1,2,2,1
2,100000.0,80757.5473492724,3247.7348557636155,5799.790168256315,2,1,1,2,1
0,180568.5503253146,174770.91506948505,7018.999654726907,1869.3415431707467,0,1,1,2,1
1,80000.0,36730.75012020432,3785.156375212836,1770.312750425672,1,1,2,2,1
2,247688.2512881196,156316.18787185135,13150.60103049566,1618.224098316298,2,2,1,1,1
1,70000.0,67436.9543074289,3083.118422594994,3328.9196740841867,1,2,2,1,1
2,20000.0,18157.07202989382,0.0,2340.4727305063343,2,2,1,2,1
2,80000.0,33481.18610112373,1179.931715132907,494.02461374230165,2,1,2,2,1
0,20000.0,21541.6375246118,591.3402025448192,26.17319594910361,0,2,1,1,1
1,20000.0,12392.938109027344,1038.2000645725182,2497.3660211085057,1,1,1,3,1
1,230936.1225902897,188653.822778834,10692.637998977389,0.0,2,1,2,3,1
1,70000.0,72349.38384442584,1110.8635077164536,2079.913969139419,2,1,1,2,1
2,100000.0,72007.17122963273,2973.543234943837,4072.488250297738,2,1,1,1,1
-1,20000.0,776.696631605481,95.54357817993493,1123.4987372156168,-1,2,1,2,1
0,190003.3845836827,210118.35175724843,5012.195845654217,8928.375011872044,0,1,1,2,1
2,219548.41659644505,165014.40379049836,2143.1137543436453,6045.158340355496,2,1,1,1,1
0,20000.0,5106.802015961292,3464.857585402452,6548.615662298183,0,1,2,2,1
-1,180000.0,5699.051892143333,1021.9158107980716,2586.491412700453,0,1,1,2,1
-1,160000.0,397.20086704542194,727.3227569663649,67.07897712447897,-1,1,1,1,1
0,50000.0,42866.83894243928,1822.34537137094,1656.782897485772,0,1,1,2,1
0,50000.0,49447.71796578398,283.2393072648779,1981.9756804467804,1,2,1,2,1
0,20000.0,15907.79166339836,5107.436298853035,1624.1132102792003,0,2,2,1,1
1,80000.0,69356.6143218449,5190.856029643895,1163.2245849806204,2,1,1,2,1
1,309282.2158778164,310199.1190467141,3759.297430515636,0.0,4,2,2,1,1
0,200000.0,201184.58919698783,7384.216966496862,7346.89070725729,0,2,1,1,1
1,80000.0,9435.032774428251,2274.633551850556,1595.806185928777,0,1,1,2,1
-1,100000.0,408.7650293640528,425.6594015952404,412.798633806793,-1,2,1,1,1
-2,364832.31092855945,0.0,0.0,0.0,-2,1,1,1,1
0,100000.0,88468.30973347243,2260.402601606237,5604.181272455168,0,1,2,2,1
0,236002.19540677755,240501.69354769023,11016.154559752013,5407.9780615065865,0,2,1,1,1
0,50000.0,24192.581363111687,3917.0040827852154,1093.4621896828442,0,1,2,2,1
3,20000.0,15904.777728624673,0.0,0.0,3,1,1,2,1
0,90209.37146633003,54244.87492154384,2411.652569021459,2871.689962772889,0,1,1,2,1
0,379816.6564992991,379023.7868826851,13546.817540825166,14134.857382684462,0,1,1,2,1
2,110000.0,113995.44116053844,2694.2800597530468,4694.776703806674,0,2,2,2,1
0,59384.95158330771,57098.018717584506,2193.849515833077,2500.0,0,1,1,3,1
0,120000.0,1736.3417950952137,416.9607140301032,1109.166434859462,0,2,2,1,1
2,30000.0,28600.59879595487,0.0,1605.4648602222887,2,1,2,2,1
2,100000.0,103622.86695461663,5561.7178828339065,8628.887435828281,1,1,2,2,1
2,30000.0,12477.480142246735,1300.0,1018.5363995033916,2,1,2,1,1
0,28358.3326090984,464.18588106041545,16276.881921162822,1671.66652181968,-1,2,2,1,1
0,130000.0,0.0,0.0,0.0,-2,1,2,3,1
1,50000.0,46096.21085908309,0.0,4306.77545516788,2,1,2,2,1
1,129478.88671390164,114552.76126161555,0.0,83.37812577573854,2,2,1,1,1
2,30000.0,1245.243458558648,0.0,0.0,2,2,1,2,1
-1,230000.0,890.4850267182642,9036.71822520379,212.8129554249584,0,1,2,1,1
1,30000.0,4351.562910044699,0.0,181.63385975843377,2,1,1,2,1
-1,128703.63497852572,2910.5059280659148,174.953454315276,170.6016368260131,1,2,1,1,1
0,80000.0,108058.94261089532,994.6699446913572,3386.330463429136,1,1,1,2,1
0,30000.0,27554.577133688428,3171.7801010121075,1518.1261302344242,0,2,2,2,1
1,50000.0,21021.204316775948,0.0,594.4061443716557,2,1,2,1,1
0,202009.6082114858,103797.72576016263,1955.3238385203304,3139.8687315194124,0,1,1,1,1
1,20000.0,18111.21543244836,73.11728303063292,1429.2469132122533,2,1,1,2,1
1,80000.0,70787.22070770289,2694.200790425833,2916.9647988736274,2,1,1,3,1
0,50000.0,43999.95393385349,1093.152351793782,1706.3594756919597,0,2,1,2,1
2,50000.0,52119.426436454814,626.1415324740865,0.0,2,1,1,2,1
1,30000.0,28222.10420508765,1979.145836116415,1145.833340562117,0,2,2,2,1
2,200000.0,101120.225764338,4358.27427495731,2352.647035708652,1,1,1,2,1
0,20000.0,18936.46897292763,1621.0009873441795,0.0,2,2,1,1,1
0,256886.3961885371,247107.94338357245,10555.155559583836,6886.396188537089,0,1,1,1,1
2,80000.0,63899.70505071957,2968.7942595666177,3004.69763834481,1,1,2,2,1
3,30000.0,32078.58810751147,0.0,494.4804179571311,3,2,1,2,1
0,50000.0,46697.749102248345,2084.3879277148776,1020.9741037014418,0,1,1,2,1
0,143845.83792860218,119321.57468846516,6569.188120361295,2277.0399664171928,0,1,1,2,1
1,20000.0,14405.184399371496,2806.7042266126755,1142.5193026748004,1,2,1,1,1
1,50000.0,49188.50022038201,0.0,2000.0,2,2,1,2,1
1,100000.0,100485.14697022444,0.0,9243.843133679262,2,1,2,2,1
2,40000.0,25978.213048539605,1500.0,0.0,2,1,2,1,1
1,240000.0,0.0,0.0,0.0,-2,2,1,1,1
-1,260000.0,472.9036813279348,107.0438727738021,715.8345942078789,-1,2,1,1,1
1,200000.0,185124.38748144856,1399.9362360510022,9831.269219659316,2,2,1,1,1
3,30000.0,9023.544710815711,969.391416948354,850.7424281594724,2,1,2,2,1
0,411278.14441612,73726.56138332427,3060.06303160429,1127.8144416120024,1,2,2,2,1
1,50000.0,28219.58533777069,1304.9743729062145,1822.5628669033615,0,2,2,1,1
0,237242.43561536103,172810.15963568876,7724.243561536105,8879.548013456237,0,1,1,1,1
0,50000.0,17209.597674481025,1191.550590659588,2000.0,0,1,1,2,1
2,230000.0,184483.61448282076,7711.300931523932,14310.97836380193,0,1,2,1,1
1,334763.90932398825,506049.2578438855,5638.193391765151,1354.1848704038605,1,1,1,2,1
0,100000.0,95960.29952139374,627.2223750498574,5305.223027940858,1,1,2,1,1
-2,360000.0,0.0,0.0,0.0,-2,1,1,1,1
1,20000.0,9121.558436212274,929.3142982918092,2457.899992663112,0,2,1,2,1
0,179780.17293265593,4476.781145934491,2019.1249548589356,1182.1940075451291,0,1,1,2,1
0,185508.7257884729,152319.05173015542,5573.271000813065,4717.498852094946,0,1,1,2,1
1,100000.0,96512.14640183622,4075.884867699396,3859.224163127761,1,2,2,2,1
1,84495.32845985307,93663.80970157184,1888.0379531382905,5752.335770073464,1,1,1,1,1
0,50000.0,945.6944056463384,1243.2990897984205,4289.709453551272,0,1,1,2,1
2,50000.0,32219.025454577382,513.5937067553433,491.0735638544218,3,1,2,2,1
1,70000.0,27298.52807386964,1666.3983126847418,1232.394094396596,2,2,1,2,1
2,316924.59560022753,208067.2380769012,0.0,18269.24595600228,2,1,1,1,1
1,70000.0,16043.937404075492,1559.3159839323728,634.0202184191853,2,2,2,2,1
-1,180000.0,6013.419832847427,486.9046766117052,405.753897176421,1,1,1,2,1
0,109601.26377702084,109899.88249601902,3948.446889042054,5647.430007417794,0,2,1,1,1
0,200000.0,31632.878898284787,35355.17917547071,16870.758142989547,-1,1,1,1,1
0,140000.0,137587.89756692247,4999.17274964839,6121.894451938872,0,1,1,2,1
0,320000.0,0.0,485.5101248678046,597.5308586684771,-1,2,2,1,1
1,122209.132027966,184.6834375379574,147.57001946812863,265.0958433559197,-1,2,2,2,1
2,20000.0,20238.948214129065,1911.773722707672,1000.0,0,1,1,3,1
1,203931.593521635,200518.0632941633,8617.24770663642,8566.683886885216,0,1,1,1,1
2,190000.0,155063.7804229288,7633.734534677655,8463.614804682258,2,2,1,1,1
1,100000.0,66644.00762038995,1004.7053036611608,8167.693506097346,1,1,1,2,1
2,50000.0,27589.965436523373,1781.8029723165098,893.2626477747378,1,1,2,2,1
